('action_bottom', 'auditory_top')	('action_top', 'auditory_top')	('action_bottom', 'auditory_bottom')	('action_top', 'auditory_bottom')	average_similarity	average_std
Trinkspruch	Schlagstock	Tankschiff	Schnittgut	0.2514462227676316	0.25337104664327886	
Ton	Schlag	Weide	Bein	0.2514180809092194	0.2020032716952133	
Journalist	Klaviatur	Körnchen	Unterlage	0.25140770759011855	0.24993888198366454	
Sirene	Hämmern	Euter	Stichsäge	0.25138734340689667	0.13772730402006783	
Spruch	Klatschen	Kaviar	Kicks	0.25137916374356445	0.1646190858166458	
Sprechanlage	Streicheln	Küchenzeile	Trocknen	0.25110201573858054	0.3610288931430049	
Rezitator	Klöppel	Bachstraße	Abrollen	0.25107322890205613	0.409266777399739	
Psalmist	Streicheln	Weißdorn	Befeuchtung	0.2508110353527147	0.19932860232777358	
Gitarrist	Rohrstock	Barfüßer	Garn	0.2507958529444362	0.32894090662231545	
Fiedel	Klopfen	Tonerde	Kneten	0.25074172828092794	0.22433208727098075	
Ton	Klöppel	S&P	Arbeitsgang	0.2504306297684713	0.27348031760368297	
Kleiber	Hämmern	Düne	Textile	0.2503522189960549	0.3647935659761164	
Tuba	Hämmern	Agave	Trocknen	0.2503180105919048	0.24147509242751794	
Gemurmel	Taktstock	Omelett	Knetmasse	0.25030896241351314	0.192061808227056	
Radio	Streicheln	Thymian	Kneten	0.2502643653956688	0.21925604335650878	
Troubadour	Tanz	Manna	Trocknen	0.25015698339556125	0.196781235183353	
Troubadour	Nachschlag	Vogelbeere	Kneten	0.2500079686426752	0.23896260138979938	
Saal	Vibrieren	Marmor	Webstuhl	0.2499853357899684	0.4069616340432598	
Posaunist	Klopfen	Kolbenhirse	Befeuchtung	0.24991727172772918	0.2365079469200655	
Schuljunge	Taktstock	Apfelsine	Tablett	0.2497196430885158	0.22928674625716766	
Papagei	Taktstock	Hörnchen	Satteltasche	0.24971757560851068	0.17434887241713307	
Autokolonne	Streicheln	Fliegenpilz	Fingernagel	0.24971112365588155	0.16851074497212135	
Showmaster	Nachschlag	Süßware	Besteck	0.2496743479043995	0.26139377031563105	
Krähe	Schlag	Kiwi	Hacke	0.24960046807651148	0.20210269895928792	
Psalmist	Klaviatur	Schlehe	Trocknen	0.2494444883467488	0.3440160328928391	
Beitrag	Vibrieren	Innenhof	Bettwäsche	0.249431954033808	0.4404598918499996	
Verfasser	Klopfen	Stützpunkt	Möbel	0.24933362181502758	0.28047901731636143	
Funktionär	Schlagstock	Bauernhaus	Segeltuch	0.24932821396932647	0.30903218960148293	
Funktionär	Schlagstock	Stadthaus	Bettzeug	0.24930438578698724	0.412163530294296	
Gemurmel	Nachschlag	Omelette	Trocknen	0.24914306612828588	0.13363068843004602	
Recorder	Taktstock	Waschhaus	Sandpapier	0.24912244021115726	0.3201412085875352	
Kommentator	Schlagwerk	Garnison	Arbeitsgang	0.24906547434522405	0.301191155228997	
Minister	Taktstock	Limousine	Werkstück	0.2490331509205722	0.4566464873473824	
Troubadour	Nachschlag	Buttermilch	Trocknen	0.2489549181169798	0.2353189884936907	
Telegraf	Klöppel	Europaplatz	Faltenwurf	0.24885450523275474	0.26996537409024285	
Trauergast	Tanz	Nordhaus	Planzen	0.24875908936485938	0.3581040367088984	
Trauergast	Streicheln	Krustentier	Schnittgut	0.24874372334473652	0.2014856340703848	
Bariton	Klopfen	Soda	Trocknen	0.24864001988045822	0.24039175986500666	
Fiedel	Rohrstock	Bitumen	Stichsäge	0.2486149318803219	0.23932863545742292	
Funktionär	Vibrieren	Marstall	Arbeitsgang	0.24850987063321914	0.36524308690445917	
Pauker	Anschlag	Teer	Klebstoff	0.24840476635123931	0.10084274965544573	
Gemurmel	Klopfen	Baldrian	Befeuchtung	0.24838644831775736	0.17830850720370015	
Vogel	Motorsäge	Pflanze	Wickel	0.24836895368418557	0.2607648671746512	
Krachen	Klatschen	Fleischhauer	Schnittgut	0.2482589244134078	0.09216255178277531	
Telefax	Anschlag	Stickstoff	Arbeitsgang	0.24798688982042263	0.20418784870244558	
Sandmännchen	Streicheln	Margerite	Befeuchtung	0.2478627673144813	0.33313782617057136	
Zwischenfall	Klopfen	Hagelkorn	Fausthieb	0.24776189280712113	0.1909590160614968	
Schauspieler	Klatschen	Gefieder	Brosche	0.2477067853227116	0.34434959509791535	
Sinto	Fußtritt	Topas	Bolzen	0.24768817078900404	0.37114037130645333	
Anwalt	Streicheln	Saat	Textile	0.24762653282883698	0.18650839812546566	
Psalmist	Klöppel	Lehm	Textile	0.2475537230587398	0.22277313553669673	
Kanzlerin	Klöppel	Atrium	Möbel	0.2474901689489523	0.4037929405370733	
Sinto	Nachschlag	Gaumen	Garn	0.2473390847261703	0.24122147342535644	
Bombenleger	Anschlag	Mehlwurm	Schnittgut	0.24733402543469588	0.1402932374418086	
Journalist	Klaviatur	Urin	Säbel	0.24730090647111672	0.18907113448222077	
Trauergast	Rohrstock	Pfarrhof	Stichsäge	0.24677696682898662	0.15898757735635055	
Sinto	Anschlag	Feststoff	Befeuchtung	0.24663665829342662	0.2537254288808343	
Vogel	Klaviatur	Farmhaus	Bettzeug	0.24662278576252258	0.35283623091268645	
Dolmetscher	Rohrstock	Armenhaus	Arbeitsgang	0.24660293914665388	0.3419984465194597	
Troubadour	Klaviatur	Petroleum	Trocknen	0.24649890770549934	0.2819802257086022	
Kollege	Klopfen	Liter	Möbel	0.24623341432546508	0.24396988993177152	
Krachen	Klatschen	Pfirsich	Kochgeschirr	0.2462085885730849	0.19503983369296576	
Sprachrohr	Taktstock	Marienstraße	Werkstück	0.2461991827932433	0.4690352096069649	
Sinto	Streicheln	Leber	Waschen	0.24592344523563292	0.21431200365031935	
Trauergast	Schlagwerk	Mauerstraße	Lauffläche	0.24585052758923356	0.3644837006264583	
Autofahrer	Nachschlag	Erdbeere	Besteck	0.24582262565536672	0.18871523457218226	
Posaunist	Klopfen	Tinktur	Textile	0.24568550663159286	0.1628669799017725	
Grunzen	Tanz	Röte	Bolzen	0.2456175300772789	0.19640444255959932	
Papagei	Klopfen	Wildbret	Befeuchtung	0.24547842260239153	0.12205800371484957	
Radio	Nachschlag	Wodka	Trocknen	0.24539065388046744	0.10817924073194762	
Eule	Vibrieren	Sepia	Möbel	0.24536459426553356	0.2777761145214335	
Sinto	Klopfen	Akazie	Kicks	0.2452537099057783	0.26672502498838224	
Sinto	Klopfen	Nelke	Wickel	0.2451666719550861	0.3264223442700455	
Mitschnitt	Motorsäge	Pfefferminze	Trocknen	0.24501230014535821	0.1999022857621194	
Bariton	Klopfen	Coupé	Paddel	0.24497677189311848	0.3445270816251844	
Schulleiter	Anschlag	Äderchen	Oberschenkel	0.2447451086065083	0.2775370167153203	
Verfasser	Schlagwerk	Sediment	Garn	0.2444672758240569	0.31954881942903157	
Sandmännchen	Tanz	Nektarine	Knetmasse	0.24434586989440774	0.2849706601345556	
Radio	Nachschlag	Mokka	Trocknen	0.2443086867045686	0.2518023608913154	
Clown	Schlagstock	Karree	Maniküre	0.24425924010455147	0.1735916507715527	
Trinkspruch	Taktstock	Flocke	Möbel	0.24385460358644787	0.2243282648084791	
Sinto	Anschlag	Rouge	Planzen	0.2437902078102767	0.22166998144699104	
Kollege	Tanz	Kessel	Kneten	0.24371611953152303	0.20797624026095188	
Psalmist	Streicheln	Buchweizen	Befeuchtung	0.24342881757031032	0.32924584368762283	
Anwalt	Klopfen	Lotus	Textile	0.24339084590868162	0.34502823648782294	
Sandmännchen	Klaviatur	Farmland	Textilie	0.2433736470584219	0.4152766978347912	
Kompressor	Anschlag	Zusatzstoff	Planzen	0.24314905911852547	0.0947866842582369	
Trauergast	Motorsäge	Hülsenfrucht	Befeuchtung	0.24310725163693028	0.20247826772052271	
Troubadour	Streicheln	Wildblume	Planzen	0.2430266494865513	0.2798760339369969	
Moderator	Klopfen	Rezept	Geschirr	0.24280494297250307	0.24914160795236226	
Beitrag	Schlag	Hügel	Karton	0.24277372594950597	0.37802258874867395	
Jingle	Nachschlag	Anemone	Knobeln	0.24273950469550046	0.24871555305673185	
Trauergast	Schlagwerk	Sumpfland	Bindfaden	0.24256733210474277	0.38139008572113237	
Gitarrist	Motorsäge	Mikrogramm	Griff	0.24247639816691155	0.14797904771663103	
Posaunist	Schlagstock	Kieselalge	Segeltuch	0.2423109567592385	0.21845913585030052	
Posaunist	Schlagstock	Zapfstelle	Schnittgut	0.2421055248051375	0.21124192212888454	
Beitrag	Schlag	Apotheke	Geschirr	0.24207042415105953	0.23283374457819045	
Spruch	Tanz	Eintopf	Knetmasse	0.24206209918162172	0.22959477818236596	
Lehrer	Klopfen	Lehm	Papier	0.24202587174383136	0.22958967014350765	
Tölpel	Hämmern	Zwerg	Hand	0.2420190611532347	0.2964926913126598	
Telefax	Anschlag	Albumin	Befeuchtung	0.24194164744647148	0.28220456735846666	
Minister	Anschlag	Stadtrand	Werkstück	0.24193594199380233	0.4162788412804271	
Besetzer	Schlagstock	Nordstadt	Textile	0.24182213036965894	0.27515704993978685	
Komiker	Nachschlag	Aquädukt	Säbel	0.24178160163244197	0.22418018699398176	
Jingle	Nachschlag	Spirituose	Trocknen	0.24171692526582644	0.20392184000510144	
Dolmetscher	Klopfen	Mikrobiologe	Trocknen	0.24165961921468157	0.3096129092074763	
Autofahrer	Motorsäge	Präparat	Textilie	0.24161513733284742	0.19750627822279815	
Schuljunge	Motorsäge	Kirschwasser	Kochgeschirr	0.24157115630224213	0.26503681097930337	
Psalmist	Klaviatur	Ginster	Stichsäge	0.2414202743060658	0.31902728467009994	
Troubadour	Klopfen	Myrrhe	Befeuchtung	0.2412372469383136	0.22196342741751263	
Telefax	Rohrstock	Talg	Schrubber	0.2411427065236229	0.19098357479207312	
Mitschnitt	Motorsäge	Zitronengras	Klebstoff	0.2411309897830043	0.22880733127047712	
Krachen	Nachschlag	Rindfleisch	Trocknen	0.24102017351311897	0.1890060842042469	
Monolog	Klaviatur	Trakt	Planzen	0.24091948878247094	0.24260123354811974	
Minister	Schlagstock	Rinde	Tischtuch	0.24091562143014436	0.29273540169704126	
Gezwitscher	Klatschen	Stachelbeere	Kneten	0.2408898208256646	0.15559712857171826	
Bariton	Klaviatur	Rezeptur	Knetmasse	0.2408356498541988	0.22705736896681808	
Tenor	Nachschlag	Kalzium	Befeuchtung	0.24082486831485275	0.32475705298270713	
Kollege	Hämmern	Asche	Tisch	0.24082373574149252	0.16013166971397844	
Sänger	Hämmern	Galle	Wickel	0.24080516475946614	0.2602059841897519	
Sandmännchen	Klatschen	Frikadelle	Trocknen	0.24063710120619772	0.1580810286956718	
Moderator	Taktstock	Flüssigkeit	Klebstoff	0.24060156075334374	0.23316490383991884	
Sinto	Klopfen	Tran	Kneten	0.24055484748528225	0.1528557544098645	
Telegraf	Schlagwerk	Rispe	Stickerei	0.2405449657713071	0.30900407779322797	
Radio	Nachschlag	Minze	Kochgeschirr	0.24036904538755097	0.23133100642731524	
Augenzeuge	Klopfen	Atoll	Ellbogen	0.24007523905631087	0.3697779231784041	
Journalist	Tanz	Waisenhaus	Stickerei	0.2399277803524329	0.36839133958343406	
Zeichentrick	Taktstock	Kirsche	Trocknen	0.23988928925624156	0.234932293181399	
Troubadour	Tanz	Kornblume	Trocknen	0.23941742104063782	0.4478277025446851	
Spruch	Streicheln	Sauce	Trocknen	0.23932137240363857	0.2217939739393336	
Schüler	Taktstock	Quartier	Kleidung	0.23929116382362484	0.40187989147811093	
Radio	Nachschlag	Zimt	Wickel	0.2392185722482576	0.19160110552471768	
Radio	Nachschlag	Limonade	Trocknen	0.23920553556473964	0.2438964686940518	
Telegraf	Schlagwerk	Königsplatz	Abrollen	0.2391259977949006	0.3567002732994151	
Fiedel	Klaviatur	Bidet	Wickel	0.2389921892314918	0.1858133517487081	
Radio	Streicheln	Traube	Kneten	0.23895911126477146	0.3282410580634314	
Redner	Klaviatur	Oststadt	Bekleidung	0.23872296485185387	0.2871112054889629	
Saal	Klöppel	Husar	Hacke	0.2386871881462942	0.24583646107226167	
Videotext	Klöppel	Rosette	Arbeitsgang	0.23866019772026129	0.33667027623607676	
Sinto	Streicheln	Steckrübe	Trocknen	0.23860041415187003	0.08371361511635399	
Fernsprecher	Klaviatur	Europaplatz	Schnittgut	0.23852675438607593	0.26748082233125337	
Entertainer	Nachschlag	Restaurant	Tablett	0.23848601948824769	0.3870840387638568	
Radio	Tanz	Whisky	Wickel	0.2384478894851874	0.14498444384629755	
Ohrenzeuge	Anschlag	Fliegenpilz	Spitzhacke	0.2383023827343078	0.16702090434155423	
Journalist	Klöppel	Geburtshaus	Kochgeschirr	0.23813922506155283	0.41665574137483774	
Krachen	Streicheln	Marone	Kicks	0.23806521126827274	0.1295397357698134	
Radio	Taktstock	Curry	Kochgeschirr	0.23790736932490442	0.20651893723774084	
Schüler	Streicheln	Sonnencreme	Trocknen	0.2378568191302226	0.37915829559801256	
Minister	Motorsäge	Hafen	Kleidung	0.23741900094426208	0.3449226001149823	
Radio	Nachschlag	Eiweiß	Wickel	0.23741355145853774	0.20908815240494635	
Krachen	Tanz	Moschus	Trocknen	0.23728783309493454	0.1359700250693333	
Schulleiter	Klaviatur	Südstadt	Knobeln	0.23727964554103842	0.28447329718054987	
Pfiff	Klopfen	Asiatin	Knetmasse	0.23670053477808814	0.07753096990662715	
Mitschnitt	Tanz	Eierlikör	Kochgeschirr	0.23637467883357766	0.10699821937642856	
Beitrag	Klaviatur	Palais	Planzen	0.23635427015725016	0.3293206491958639	
Fiedel	Klöppel	Buschwerk	Bein	0.23634405235423794	0.23250664405215987	
Schulleiter	Klopfen	Klümpchen	Schnittgut	0.2361095308806683	0.3272089564510327	
Minister	Schlagwerk	Vestibül	Arbeitsgang	0.23609103237474208	0.44419502323169047	
Radio	Taktstock	Getränk	Besteck	0.23587669605419137	0.22588438435802521	
Sprechanlage	Motorsäge	Speisekammer	Trocknen	0.23580423805994402	0.2925688170109386	
Posaunist	Klopfen	Diele	Stickerei	0.23580347173024688	0.27680463710035025	
Artgenosse	Klatschen	Weinrebe	Kneten	0.23560503462407864	0.1191793378857118	
Entertainer	Klatschen	Sonnenmilch	Knetmasse	0.23544778822193227	0.25759012136660414	
Jingle	Taktstock	Gewürznelke	Kochgeschirr	0.23537500071614462	0.25112320203835536	
Augenzeuge	Rohrstock	Schimmelpilz	Stichsäge	0.23537114941498805	0.27195000173485734	
Trinkspruch	Klatschen	Heilbutt	Knetmasse	0.2353410069516156	0.17087395229958266	
Bariton	Streicheln	Breme	Kicks	0.2349973375112073	0.1460144121174051	
Troubadour	Schlagwerk	Regiment	Trocknen	0.23497820558890678	0.3619917667344884	
Tölpel	Anschlag	Fjord	Kicks	0.23492658095326194	0.28432281926200953	
Reporterin	Motorsäge	Planetarium	Accessoire	0.2349181994110711	0.39006262631696687	
Pfiff	Fußtritt	Embryo	Knie	0.23487278482451968	0.23677162001481786	
Kollege	Nachschlag	Creme	Möbel	0.23481804474707554	0.28094639975253527	
Uhu	Nachschlag	Lupine	Knetmasse	0.2347644260666101	0.22950167552754575	
Lied	Klatschen	Strauch	Weben	0.23458453893049577	0.2626445344272675	
Dolmetscher	Anschlag	Stützpunkt	Arbeitsgang	0.23456429638332751	0.28094689213510077	
Spruch	Nachschlag	Schalotte	Kochgeschirr	0.23448138443504385	0.2593494946191449	
Trauergast	Rohrstock	Unkraut	Garn	0.23435320416335534	0.25353363830811465	
Zeichentrick	Anschlag	Röschen	Wäsche	0.234320445753652	0.17733361910094642	
Minister	Schlagstock	Zapfen	Kissen	0.23431869774867733	0.30830587498652784	
Trinkspruch	Nachschlag	Staude	Schneebesen	0.2343184589945618	0.11871621422926262	
Entertainer	Anschlag	Oleander	Leder	0.23414209452963833	0.1923253630148789	
Reporter	Schlagstock	Gefieder	Leder	0.2340618910587258	0.34504800018160164	
Lied	Klopfen	Rebe	Kicks	0.23376180780364908	0.16341223747674496	
Radio	Tanz	Knoblauch	Befeuchtung	0.2337446436089283	0.10374754157200376	
Schulleiter	Hämmern	Bachlauf	Stickerei	0.2336602443422213	0.3118195366916182	
Lehrer	Klöppel	Fries	Leder	0.23358409673821282	0.3733602498048242	
Jingle	Streicheln	Cognac	Trocknen	0.2334404609852502	0.1964396338793452	
Rezitator	Klaviatur	Acre	Planzen	0.2333366412683776	0.2770443395143478	
Clown	Klopfen	Gras	Klebstoff	0.23321393916900512	0.20733679049480894	
Kuckuck	Klopfen	Zwerg	Paddel	0.23320412309058627	0.29546878814745436	
Tonleiter	Vibrieren	Terpentin	Planzen	0.23307585962911984	0.12534513843193484	
Vogel	Motorsäge	Rind	Tisch	0.23286692804537593	0.09461857756579588	
Telefax	Nachschlag	Brauhaus	Kneten	0.2328498625012605	0.2770211258048251	
Clown	Rohrstock	Garnele	Rucksack	0.2327554053186309	0.25258084903059425	
Tölpel	Klöppel	Retina	Textilie	0.23255677550299514	0.39195765381134406	
Recorder	Taktstock	Tonerde	Arbeitsgang	0.23219288709661076	0.2345559330846742	
Holzbläser	Klopfen	Mikroalge	Textile	0.23209919455048503	0.1701244441735699	
Sprechanlage	Klaviatur	Vinaigrette	Kochgeschirr	0.2320991160035947	0.18650725895621523	
Spruch	Motorsäge	Kakao	Kochgeschirr	0.23209680163033095	0.2060161732200863	
Sirene	Nachschlag	Dahlie	Kicks	0.2318654838110442	0.25911431987871014	
Tölpel	Klopfen	Hausboot	Stichsäge	0.23165881026985005	0.3223770236758226	
Trauergast	Nachschlag	Plattfisch	Befeuchtung	0.23164696166292928	0.2165858271938491	
Krachen	Klatschen	Currywurst	Kochgeschirr	0.2315450026489352	0.13054901624813814	
Unterhändler	Klöppel	Siedlerin	Anfertigen	0.23154353188021368	0.2455624888530676	
Unterhändler	Hämmern	Marschland	Arbeitsgang	0.23133277884858797	0.2946437321821961	
Redner	Taktstock	Tempel	Hand	0.23130601738093526	0.3583799801222597	
Jingle	Tanz	Kardamom	Kneten	0.23128271159576763	0.26421930621509865	
Troubadour	Klopfen	Ginster	Bindfaden	0.2312108179029331	0.31113749787132466	
Radio	Nachschlag	Knolle	Knetmasse	0.23112435055805733	0.23112747519911095	
Trinkspruch	Klaviatur	Heidekraut	Trocknen	0.2311115689934312	0.3138200329936292	
Schüler	Klopfen	Harz	Textile	0.23091123961277119	0.22236736480830324	
Papagei	Nachschlag	Zitrone	Kochgeschirr	0.23090354601891697	0.19666395619763363	
Kommentator	Anschlag	Kalkstein	Stickerei	0.2308586471625198	0.4079066043324678	
Kompressor	Klopfen	Ambrosia	Knobeln	0.23078382428286193	0.19332826026149766	
Bariton	Tanz	Oblate	Kochgeschirr	0.23064992678100749	0.36507905772571664	
Unterhändler	Motorsäge	Marienplatz	Anfertigen	0.23045485292406212	0.2862141272008504	
Troubadour	Klatschen	Apfelwein	Befeuchtung	0.23038193769318308	0.2350584951753374	
Saal	Streicheln	Olive	Knetmasse	0.23031566001718748	0.33839563373055714	
Minister	Schlagstock	Badehaus	Kleidung	0.23025046519952738	0.3604354515607439	
Tenor	Streicheln	Gaumen	Gurt	0.23011613990096638	0.2524638912419986	
Singvogel	Rohrstock	Schilf	Papier	0.23007001097615	0.27657295957154476	
Kleiber	Tanz	Halde	Garn	0.2300425534265553	0.24948795200173396	
Krähe	Tanz	Orchidee	Handtasche	0.22992758310632724	0.19475909806793223	
Schuljunge	Motorsäge	Kastanie	Schneebesen	0.22945996416029554	0.2040695751891892	
Sandmännchen	Klatschen	Seestern	Brosche	0.2290699565966107	0.22793050979104196	
Entertainer	Streicheln	Planetarium	Kleidung	0.22887963867308367	0.3941624867245408	
Gemurmel	Nachschlag	Semmel	Knetmasse	0.2285169831475722	0.1747047521007699	
Uhu	Streicheln	Sepia	Textilie	0.2284446626953459	0.28975984956256345	
Trinkspruch	Tanz	Rind	Beutel	0.22835400479970044	0.09156536087350828	
Troubadour	Taktstock	Süßholz	Wickel	0.2280108550860582	0.15601011841480114	
Entertainer	Motorsäge	Blütenstand	Tischtuch	0.22789149266818723	0.3424604404886834	
Radio	Motorsäge	Honig	Kochgeschirr	0.22784409764281854	0.21411896334898253	
Funktionär	Schlagstock	Pigment	Trocknen	0.2277752672515592	0.4225833754442603	
Troubadour	Nachschlag	Süßstoff	Trocknen	0.2276895440787766	0.19992731256989782	
Spruch	Schlag	Saat	Wickel	0.22742672253547838	0.19474788632779155	
Spruch	Taktstock	Likör	Kochgeschirr	0.22697110451979838	0.25016120458787855	
Psalmist	Klopfen	Fruchtzucker	Kochgeschirr	0.22685580575952577	0.1841131910982899	
Tuba	Anschlag	Borax	Abrollen	0.22671847645105017	0.2563265629158616	
Musikbox	Taktstock	Pudding	Tablett	0.22666135313293587	0.2425517016908033	
Vorfall	Tanz	Rouge	Trocknen	0.22662428842625784	0.23549983918937223	
Psalmist	Hämmern	Kohlehydrat	Schnittgut	0.22652155365546167	0.2649771118014811	
Troubadour	Klatschen	Auster	Schrubber	0.226520920322977	0.2119641615377334	
Radio	Klopfen	Krem	Kicks	0.22648695928217014	0.10450039688335405	
Minister	Klopfen	Fries	Wickel	0.22635947035646486	0.37925832589698744	
Komiker	Hämmern	Stalaktit	Planzen	0.22634700128558585	0.2885429228226652	
Papagei	Streicheln	Erdapfel	Tischdecke	0.22591125098256407	0.30710130893658294	
Mitschnitt	Tanz	Inhaltsstoff	Kneten	0.2258404114190056	0.18782125116185594	
Ton	Rohrstock	Urin	Bein	0.22575141444290922	0.1893962739167153	
Schuljunge	Nachschlag	Sonnenblume	Befeuchtung	0.22572522390442792	0.26664826763152594	
Schulleiter	Klöppel	Stadtstaat	Arbeitsgang	0.2256868518856843	0.34389636844932003	
Kleiber	Klopfen	Sumpfland	Textile	0.22568631840874964	0.3750424799262593	
Psalmist	Klopfen	Nicolette	Knobeln	0.22540788125976907	0.22592406836300144	
Telegraf	Taktstock	Laubblatt	Textilie	0.22539756284046095	0.2935020830631832	
Redner	Taktstock	Ufer	Textile	0.22530339794171406	0.3233404973379152	
Darsteller	Klatschen	Pünktchen	Stickerei	0.22521330028395295	0.28364619635981214	
Beitrag	Nachschlag	Speisekarte	Tablett	0.2249743208979614	0.33909105634923475	
Psalmist	Taktstock	Speisesalz	Kochgeschirr	0.2248827665068699	0.2544483817983316	
Vogel	Taktstock	Lichthof	Tischtuch	0.22475911496624743	0.44959653117482656	
Fiedel	Motorsäge	Teer	Messer	0.22465975766944776	0.1162300503052154	
Singvogel	Rohrstock	Zitronengras	Kochgeschirr	0.2245959423475795	0.22895518709400398	
Sandmännchen	Motorsäge	Bohnenkraut	Kochgeschirr	0.22454281493278141	0.3174260142898564	
Minister	Schlagstock	Sternbild	Abrollen	0.22446768319417634	0.37806398190945134	
Schuljunge	Schlagstock	Holunder	Kneten	0.22442966045831556	0.26018550943368934	
Sirene	Nachschlag	Mango	Knetmasse	0.2242255430029835	0.15681945793390045	
Schulleiter	Schlagwerk	Wasserlauf	Bettwäsche	0.2241452157038415	0.3602081311114187	
Fiedel	Klöppel	Kiesel	Garn	0.22407861288148911	0.33045002728538964	
