Words	Pseudowords	n_Syllables	Bewertung	Included	Include? 	Pilot	Sound	Action	Hand Act	Hand is dominant	Geraeusch	Geraeusch_SD	Handlung	Handlung_SD	Visuell	Visuell_SD	Vertrautheit	Vertrautheit_SD	Letters	Lemma_freq	Neighbors	Bigram_freq	Trigram_freq	Natural	Living	Animate	CongResp_S_Prop	CongResp_S_Prop (philosopher exluded)	RT_S_Mean	CongResp_A_Prop	CongResp_A_Prop (philosopher exluded)	RT_A_Mean	LDT_CorrResp_Prop	LDT_RT_Mean	CorrResp_Prop_PW	RT_Mean_PW		First_Miniblock_OddSubs	First_Miniblock_EvenSubs	Rating_Study	Unbekannt_GE	Unbekannt_HA	Unbekannt_VI	Pros	Cons			Phil Comments	Comments Phil	Comments Marie	Comments Gesa						Foot Act	Mouth Act			Category 	AF	Act	Kiefer		Kategorie 		Syllables_raw		Vertrautheit (ORIGINAL)	Geraeusch_SE	Handlung_SE	Visuell_SE	Vertrautheit_SE		RT_S_Sum	CongResp_S_Sum	NonNaNTrials_S	RT_A_Sum	CongResp_A_Sum	NonNaNTrials_A	RT_Sum_W	CorrResp_Sum_W	NonNaNTrials_W	RT_Sum_PW	CorrResp_Sum_PW	NonNaNTrials_PW			
Getreide		3	2	0		0	0	0,8	1	1	1,20		3,53		3,93		3,93		8	12,99	3,00	414863,34	181485,63	1	0	0																		very low AF	food (only appear as low AF)																f	0	0,8	1						3,93	0,33	0,40	0,32	0,24		0	0	0	0	0	0	0	0	0	0	0	0			
Lauch		1	4	0		0	0	1	1	1	1,07		3,53		4,07		4,27		5	0,51	15,84	219140,03	101429,71	1	0	0																		very low AF	food (only appear as low AF)			lieber nicht (intuitiv nicht stark genug Act)													f	0	0,8	1						4,27	0,06	0,18	0,39	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Eisenbahn			4	0	lieber nicht (Compound & eher keine Hand Action)	0	1	0,8			4,67		3,53		4,60		3,93		9					0	0	0																			compound but lexicalized?																o	1	1	0				boh-rer		5,61	0,23	0,20	0,37	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Kübel		2	3	0	no	0	0	0,8	1	1	1,56	0,86	3,50	1,76	3,17	1,54	5,33	1,33	5	2,76	5,99	104995,56	37798,86	0	0	0																			not very low AF		not high action														o	0	1	1				pin-sel		4,31						0	0	0	0	0	0	0	0	0	0	0	0			
Album		2	5	0	no	0	0	1	1	1	1,06		3,50		4,31		5,19		5	2,88	5,99	67317,96	58780,94	0	0	0																		very low AF	quite ambiguous		not high action				Doppeldeutig (Schallplatte /CD vs. Foto/Briefmarkenalbum)?										o	0	0,8	1						5,19	0,24	0,46	0,38	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Motor		2	1	0		0	1	0,8	0,2	0	5,39	0,92	3,50	1,38	2,83	1,54	5,56	0,98	5	23,96	8,13	155418,45	131979,43	0	0	0																		very high AF				too high Act-Rating for low Act													a	0	0	1				pal-me		3,53	0,06	0,22	0,31	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Brett			5	0		0	0	0,5	1		1,87	1,06	3,48	1,68	3,62	1,80	5,76	0,54	5					0	0	0														3	0,00	0,00	0,00		mid Act				genug high Act												a	1	0,5	0						5,94	0,26	0,40	0,34	0,33		0	0	0	0	0	0	0	0	0	0	0	0			
Riemen 			5	0		0	0	0,5			1,61	0,78	3,48	1,56	2,90	1,76	4,95	1,16	7					0	0	0														3	0,00	0,00	0,00		mid Act																p	0	0,2	0						5,78						0	0	0	0	0	0	0	0	0	0	0	0			
Fregatte		3	5	0		0	0,5	0,5			2,65	1,32	3,47	1,70	3,89	1,23	3,78	1,40	8	0,90	1,28	316370,75	182926,03	0	0	0																			neither low nor high AF																a	0,2	0	1				schwan		4,00						0	0	0	0	0	0	0	0	0	0	0	0			
Broccoli		3	3	0	Notfall x (Gemüsesorten)	0	0	0,5			1,00		3,47		4,13		4,00		8	0,02	0,43	83888,73	29588,44	1	0	0																		very low AF	food (only appear as low AF)	infrequent	not high action														f	0	0,5	1						4,00						0	0	0	0	0	0	0	0	0	0	0	0			
Kalender		3	1	0		0	0	0,5			1,00		3,47		4,53		4,80		8	6,29	5,14	690208,90	287636,45	0	0	0																		very low AF																	o	0	0,5	1						4,80						0	0	0	0	0	0	0	0	0	0	0	0			
Limone		3	3	0	no (zu exotisch)	0	0	0,5			1,00		3,47		4,00		3,67		6	0,02	5,14	223599,84	156420,52	1	0	0																		very low AF	food (only appear as low AF)	infrequent	not high action														f	0	0,5	1						3,67	0,25	0,23	0,21	0,12		0	0	0	0	0	0	0	0	0	0	0	0			
Sattel		2	1	0		0	0	0,5			1,00		3,47		4,27		3,40		6	7,55	7,71	179844,18	62209,06	0	0	0																		very low AF																	o	0	0,5	1						3,40	0,29	0,20	0,40	0,26		0	0	0	0	0	0	0	0	0	0	0	0			
Zucchini		3	3	0	Notfall x (Gemüsesorten)	0	0	0,5			1,00		3,47		4,33		4,53		8	0,01	1,71	260057,54	25903,56	1	0	0																		very low AF	food (only appear as low AF)	infrequent	not high action														f	0	0,5	1						4,53						0	0	0	0	0	0	0	0	0	0	0	0			
Teppich			5	0		0	0	0,5			1,48	0,59	3,43	1,59	4,29	1,55	5,76	0,54	7					0	0	0														3	0,00	0,00	0,00		mid Act				low Act?												o	0,5	1	0						5,94	0,18	0,26	0,35	0,17		0	0	0	0	0	0	0	0	0	0	0	0			
Blumenkohl			4	0		0	0	0,5			1,07		3,40		4,00		4,00		10					1	0	0																			compound but lexicalized?																f	n		1						4,00						0	0	0	0	0	0	0	0	0	0	0	0			
Spinat		2	2	0		0	0	0,5			1,00		3,40		4,07		3,93		6	2,62	3,85	224250,70	121558,41	1	0	0																		very low AF	food (only appear as low AF)																f	0	0,5	1						3,93						0	0	0	0	0	0	0	0	0	0	0	0			
Alphorn			4	0		0	1	0,5			5,33		3,40		4,60		1,93		7					0	0	0																			compound but lexicalized?																o	0	1	0				schrank		6,00	0,27	0,27	0,30	0,24		0	0	0	0	0	0	0	0	0	0	0	0			
Echo			4	0		0	1	0,5			5,87		3,40		1,00		4,33		4					1	0	0																			abstract																									5,19	0,19	0,31	0,28	0,25		0	0	0	0	0	0	0	0	0	0	0	0			
Batterie			5	0		0	0	0,5	1		1,13	0,34	3,39	1,44	3,52	1,97	5,71	0,56	8					0	0	0														3	0,00	0,00	0,00		mid Act				unklar, ob low Act												o	0	1	0				stuhl		5,94	0,34	0,22	0,25	0,13		0	0	0	0	0	0	0	0	0	0	0	0			
Brokkoli		3	5	0	doppelt (vgl. Broccoli)	0	0	0,5			1,25	0,45	3,38	1,26	4,56	1,67	5,75	1,00	8	0,17	0,00	82731,07	29319,20	1	0	0																		very low AF	food (only appear as low AF)	relatively infrequent	not high action														a	0,2	0	0						3,50	0,30	0,34	0,38	0,29		0	0	0	0	0	0	0	0	0	0	0	0			
Lampe		2	1	0		0	0	0,5			1,06		3,38		3,75		4,50		5	20,42	11,56	159142,60	143694,72	0	0	0																		very low AF																	o	0	0,5	1						4,50	0,25	0,38	0,39	0,19		0	0	0	0	0	0	0	0	0	0	0	0			
Rikscha			5	0		0	0	0,5			1,64		3,36		4,43		1,87		7					0	0	0																			zu unvertraut																m	y		1						1,93						0	0	0	0	0	0	0	0	0	0	0	0			
Erbse			5	0		0	0	0,5	1		1,13	0,34	3,35	1,58	4,52	1,83	5,62	0,67	5					1	0	0														3	0,00	0,00	0,00		mid Act																o	0	1	0				map-pe		5,88						0	0	0	0	0	0	0	0	0	0	0	0			
Knoblauch		2	2	0		0	0	0,5			1,07		3,33		3,87		5,00		9	2,00	1,28	247043,35	106672,42	1	0	0																		very low AF	food (only appear as low AF)																f	0	0,5	1						5,00						0	0	0	0	0	0	0	0	0	0	0	0			
Muskatnuss			5	0		0	0	0,5			1,00		3,33		3,40		4,07		10					1	0	0																			compound				compound		nicht lexikalisert										f	n		1						4,07						0	0	0	0	0	0	0	0	0	0	0	0			
Papaya		3	3	0	diskutieren (Obstsorten, aber hier eher no - zu exotisch)	0	0	0,5			1,00		3,33		4,07		3,13		6	0,10	1,28	24363,53	19765,53	1	0	0																		very low AF	food (only appear as low AF)	infrequent	not high action														f	0	0,5	1						3,13						0	0	0	0	0	0	0	0	0	0	0	0			
Petersilie		4	2	0		0	0	0,5			1,00		3,33		4,00		4,67		10	3,65	0,86	564551,68	223812,00	1	0	0																		very low AF	food (only appear as low AF)		very long														f	0	0,5	1						4,67	0,18	0,14	0,36	0,26		0	0	0	0	0	0	0	0	0	0	0	0			
Pult		1	1	0		0	0	0,5			1,00		3,33		3,40		3,47		4	3,96	17,12	113609,56	101585,96	0	0	0																		very low AF																	o	0	0,5	1						3,47						0	0	0	0	0	0	0	0	0	0	0	0			
Steinpilz			5	0		0	0	0,5			1,00		3,33		4,00		4,00		9					1	0	0																			compound																f	n		1						4,00						0	0	0	0	0	0	0	0	0	0	0	0			
Sack		1	1	0		0	0	0,5			1,13	0,34	3,31	1,62	3,31	1,82	5,81	0,54	4	17,03	23,54	54530,25	36808,54	0	0	0																		very low AF																	a	0	0	0				luchs		5,22	0,29	0,08	0,40	0,31		0	0	0	0	0	0	0	0	0	0	0	0			
Kürbis		2	3	0		0	0	0,5			1,11	0,32	3,28	1,45	4,94	1,35	5,78	0,55	6	1,39	0,00	132018,75	84424,01	1	0	0																		very low AF	food (only appear as low AF)	highly visual	not high action																					keu-le		5,00	0,26	0,34	0,39	0,28		0	0	0	0	0	0	0	0	0	0	0	0			
Generator			5	0		0					3,09	1,54	3,27	1,75	2,30	1,38	4,62	1,24	9					0	0	0														3	1,00	1,00	1,00		mid AF				zu vage/ambig?	<- könnte gut sein								1			o	0	1	0				pil-le		5,75						0	0	0	0	0	0	0	0	0	0	0	0			
Ingwer		2	2	0		0	0	0,5			1,00		3,27		3,40		3,00		6	0,61	3,00	346445,96	208300,38	1	0	0																		very low AF	food (only appear as low AF)																f	0	0,5	1						3,00	0,32	0,18	0,27	0,25		0	0	0	0	0	0	0	0	0	0	0	0			
Quittung		2	1	0		0	0	0,5			1,07		3,27		3,53		4,53		8	3,27	0,00	181652,45	77021,48	0	0	0																		very low AF																	o	0	0,5	1						4,53	0,30	0,17	0,37	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Rosenkranz			5	0		0	0	0,5			1,13		3,27		4,47		3,67		10					0	0	0																			compound																o	n		1						3,67						0	0	0	0	0	0	0	0	0	0	0	0			
Spiegel		2	3	0	Notfall x	0	0	0,5			1,00		3,27		5,33		5,47		7	41,43	6,85	228923,84	60413,30	0	0	0																		very low AF	highly visual		not high action														o	0	0,5	1						5,47						0	0	0	0	0	0	0	0	0	0	0	0			
Fliese			5	0		0	0	0,5			1,74	0,92	3,26	1,68	4,00	1,55	5,76	0,54	6					0	0	0														3	0,00	0,00	0,00		mid Act																o	0	1	0				ta-sche		5,94	0,37	0,37	0,31	0,18		0	0	0	0	0	0	0	0	0	0	0	0			
Terrarium			5	0		0	0	0,5	0,5		1,65	0,93	3,26	1,48	4,00	1,26	5,19	1,17	9					0	0	0														3	0,00	0,00	0,00		mid Act																f	0	0,5	0						5,78	0,31	0,25	0,42	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Möhre			5	0		0			1		2,70	1,33	3,26	1,71	5,00	1,38	5,57	0,93	5					1	0	0														3	0,00	0,00	0,00		mid AF				"bereits ""Karotte"" im Set"												o	0	1	0				knopf		5,88						0	0	0	0	0	0	0	0	0	0	0	0			
Burg			5	0		0	0	0,5	0		1,52	0,85	3,22	1,54	5,10	1,22	5,67	0,58	4					0	0	0														3	0,00	0,00	0,00		mid Act				low Act?																	Nahrungsmittel		scho-ko-la-de		5,90	0,17	0,26	0,38	0,07		0	0	0	0	0	0	0	0	0	0	0	0			
Vase			5	0		0	0	0,5	1		1,52	0,79	3,22	1,20	4,43	1,54	5,71	0,64	4					0	0	0														3	0,00	0,00	0,00		mid Act				genug high Act												o	0,5	1	0						5,89	0,19	0,41	0,40	0,13		0	0	0	0	0	0	0	0	0	0	0	0			
Parkett			5	0		0	0,5				2,57	1,24	3,22	1,24	4,00	1,38	5,71	0,72	7					0	0	0														3	0,00	0,00	0,00		nicht low AF				wahrs. nicht low Act												o	0	1	1				te-les-kop		3,53						0	0	0	0	0	0	0	0	0	0	0	0			
Dom			5	0		0			0		3,30	1,66	3,22	1,51	4,86	1,11	5,24	1,00	3					0	0	0														3	0,00	0,00	0,00		mid AF				low Act?									1			f	0	1	0				ku-chen		5,83						0	0	0	0	0	0	0	0	0	0	0	0			
Grapefruit		4	3	0	no (schneiden, essen, pflücken, etc. + lang)	0	0	0,5			1,00		3,20		4,00		4,20		10	0,27	0,86	185446,63	118963,73	1	0	0																		very low AF	food (only appear as low AF)	probably lexicalized compound	"not high action; very long"				finde ich ok										f	0	0,5	1						4,20						0	0	0	0	0	0	0	0	0	0	0	0			
Hut		1	3	0	no (zu kurz)	0	0	0,5			1,00		3,20		4,93		4,00		3	41,24	39,38	106654,79	98472,60	0	0	0																		very low AF	"highly visual; very short"		not high action														o	0	0,5	1						4,00	0,35	0,14	0,20	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Reisepass			5	0		0	0	0,5			1,13		3,20		4,53		4,73		9					0	0	0																			compound																o	n		1						4,73						0	0	0	0	0	0	0	0	0	0	0	0			
Stange		2	3	0	no	0	0	0,5			1,63	0,96	3,19	1,76	3,50	1,71	5,63	0,89	6	11,48	8,13	321785,19	194521,66	0	0	0																			not very low AF		not high action														o	1	1	0				ge-schütz		4,78						0	0	0	0	0	0	0	0	0	0	0	0			
Aquarium		4	4	0	no 	0	0	0,5			1,89	0,90	3,17	1,20	4,67	1,57	5,61	0,98	8	1,92	1,71	104141,30	59689,01	0	0	0																			highly visual																					menschengemachtes Objekt		mar-tins-horn		4,76	0,24	0,35	0,28	0,34		0	0	0	0	0	0	0	0	0	0	0	0			
Trafo			5	0		0	0,5				2,53	1,43	3,16	1,30	2,40	1,24	3,24	1,89	5					0	0	0														3	4,00	4,00	6,00		nicht low AF				was kennen die Leute besser: Transformator oder Trafo? Wird das wohl als high AF geratet? (wissen die Leute, wie laut ein Trafo ist?)	eher Trafo, aber ich wüsste auch nicht, was für Geräusche ein Trafo macht 																Natur 		bran-dung		5,05	0,33	0,19	0,35	0,23		0	0	0	0	0	0	0	0	0	0	0	0			
Nektarine			5	0		0	0	0,5	1		1,35	0,78	3,13	1,49	4,43	1,33	5,71	0,72	9					1	0	0														3	0,00	0,00	0,00		mid Act																a	1	0,5	0						5,88						0	0	0	0	0	0	0	0	0	0	0	0			
Wagon			5	0		0			0,2		3,09	1,68	3,13	1,71	3,57	1,57	5,38	0,86	5					0	0	0														3	0,00	0,00	0,00		mid AF				"genug high Act; eher keine direkte Hand Aktion"																	Hilfsmittel				5,81	0,29	0,20	0,38	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Pflaume		2	2	0		0	0	0,5			1,44	0,81	3,13	1,31	4,56	1,36	5,94	0,25	7	2,44	2,14	217978,05	148211,66	1	0	0																		very low AF	food (only appear as low AF)																o	0	0,5	0						5,31						0	0	0	0	0	0	0	0	0	0	0	0			
Glocke		2	1	0		0	1	0,5			5,81		3,13		4,00		3,81		6	15,75	6,85	180212,64	152147,64	0	0	0																		very high AF				no (intuitively too strongly associated with actions)													m	1	1	0						1,94						0	0	0	0	0	0	0	0	0	0	0	0			
Rohr		1	5	0		0	0,2	0,5			2,28	1,13	3,11	1,71	4,28	1,84	5,56	1,04	4	10,69	19,69	144150,89	126016,67	0	0	0																																			m	1	1	0				gong		5,33	0,20	0,35	0,31	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Barometer			5	0		0	0	0,5	0,5		1,14	0,36	3,10	1,55	3,30	1,59	4,29	1,55	9					0	0	0														3	2,00	2,00	1,00		mid Act				"genug high Act; in gewisser Weise zusammengesetzt, aber mMn okay; Hand Aktion?"	s.o.											o	1	1	1				hu-pe		5,62						0	0	0	0	0	0	0	0	0	0	0	0			
Avocado		4	3	0	eher no	0	0	0,5			1,00		3,07		3,80		3,33		7	0,01	0,00	54697,68	27058,11	1	0	0																		very low AF	food (only appear as low AF)	infrequent	not high action														f	0	0,5	1						3,33	0,15	0,09	0,32	0,35		0	0	0	0	0	0	0	0	0	0	0	0			
Balkon		2	1	0		0	0	0,5			1,00		3,07		3,93		4,93		6	9,35	5,99	272827,05	229757,45	0	0	0																		very low AF																	o	0	0,5	1						4,93						0	0	0	0	0	0	0	0	0	0	0	0			
Laterne		3	1	0		0	0	0,5			1,07		3,07		4,40		4,27		7	7,86	3,85	461269,93	183364,31	0	0	0																		very low AF																	o	0	0,5	1						4,27						0	0	0	0	0	0	0	0	0	0	0	0			
Linse			5	0		0	0	0,5			1,00		3,07		3,53		3,80		5					1	0	0																			ambiguous																f	n		1						3,80						0	0	0	0	0	0	0	0	0	0	0	0			
Weinrebe			5	0		0	0	0,5			1,00		3,07		4,40		4,20		8					1	1	0																			compound																f	n		1						4,20						0	0	0	0	0	0	0	0	0	0	0	0			
Rahmen		2	1	0		0	0	0,5			1,19	0,54	3,06	1,48	3,50	1,75	5,63	0,81	6	99,83	12,41	416366,21	345141,48	0	0	0																		very low AF																	o	0,2	1	1						5,05						0	0	0	0	0	0	0	0	0	0	0	0			
Kugel		2	3	0	no	0	0	0,5			1,94	1,21	3,06	1,35	4,17	2,12	5,78	0,55	5	19,42	10,27	124129,97	37856,31	0	0	0																			not very low AF		not high action																			menschengemachtes Objekt		schel-le		4,76	0,42	0,29	0,32	0,28		0	0	0	0	0	0	0	0	0	0	0	0			
Transformator			5	0	zu unvertraut	0	0,5	0,5			2,36	1,33	3,05	1,46	2,37	1,38	3,90	1,58	13					0	0	0														3	1,00	1,00	2,00		nicht low AF				was kennen die Leute besser: Transformator oder Trafo? Wird das wohl als high AF geratet? (wissen die Leute, wie laut ein Trafo ist?)	eher Trafo, aber ich wüsste auch nicht, was für Geräusche ein Trafo macht 																Kleidung		blu-se		5,86	0,12	0,28	0,35	0,08		0	0	0	0	0	0	0	0	0	0	0	0			
Artischocke		4	2	0		0	0	0,5			1,00		3,00		4,47		3,80		11	1,00	0,43	426024,24	212665,42	1	0	0																		very low AF	food (only appear as low AF)	very long															f	0	0,5	1						3,80	0,16	0,24	0,33	0,20		0	0	0	0	0	0	0	0	0	0	0	0			
Blatt		1	5	0	no	0	0	0,5			1,83	0,86	3,00	1,64	3,72	1,96	6,00	0,00	5	93,25	11,99	147232,43	109903,08	1	1	0																			plant (only appear as low AF)	ambig															o	0	1	0						5,44	0,08	0,26	0,33	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Keil			5	0	no	0	0	0,5	1		1,59	0,91	3,00	1,54	3,24	1,64	4,90	1,41	4					0	0	0														3	1,00	0,00	0,00		weder eindeutig high noch low Act																o	1	1	0				mi-xer		5,71	0,14	0,42	0,40	0,28		0	0	0	0	0	0	0	0	0	0	0	0			
Kissen		2	1	0		0	0	0,5			1,00		3,00		4,50		4,50		6	11,87	14,55	472172,21	358598,76	0	0	0																		very low AF																	o	0	0,5	1						4,50	0,29	0,08	0,40	0,31		0	0	0	0	0	0	0	0	0	0	0	0			
Maracuja		4	3	0		0	0	0,5			1,25	0,58	3,00	1,37	3,63	1,59	5,25	1,18	8	0,01	0,00	82225,47	30825,81	1	0	0																		very low AF	food (only appear as low AF)	infrequent	low action														a	0	0	1				rau-pe		3,20						0	0	0	0	0	0	0	0	0	0	0	0			
Vitrine		3	1	0		0	0	0,5			1,25	0,58	3,00	1,67	4,00	1,59	5,31	1,14	7	1,54	1,28	328798,82	181181,28	0	0	0																		very low AF																						Tier				3,19	0,27	0,35	0,33	0,41		0	0	0	0	0	0	0	0	0	0	0	0			
Zimt		1	2	0		0	0	0,5			1,00		3,00		3,20		4,80		4	1,89	6,42	105345,27	94126,11	1	0	0																		very low AF	food (only appear as low AF)																f	0	0,5	1						4,80	0,23	0,27	0,40	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Stock		1	5	0		0	0,2	0,5			2,11	1,08	3,00	1,19	3,44	1,98	5,94	0,24	5	29,68	12,84	58539,92	42112,26	1	0	0																			plant (only appear as low AF)																m	1	1	0				xy-lo-phon		5,33						0	0	0	0	0	0	0	0	0	0	0	0			
Synthesizer		3	1	0		0	1	0,5			5,20		3,00		2,00		3,33		11	0,20	1,71	462332,24	224578,75	0	0	0																		very high AF	musical instr (only appear as high AF)		very long	no (intuitively too strongly associated with actions)													m	1	1	0				lau-te		4,00	0,43	0,43	0,42	0,22		0	0	0	0	0	0	0	0	0	0	0	0			
Kreuz			5	0	no	0	0	0,5			1,00	0,00	2,96	1,55	4,81	1,50	5,57	1,08	5					0	0	0														3	0,00	0,00	0,00		weder eindeutig high noch low Act				im Notfall	ambigue? 											p	0,5	0	0						5,81	0,00	0,24	0,42	0,18		0	0	0	0	0	0	0	0	0	0	0	0			
Pilz		1	2	0		0	0	0,5			1,06	0,24	2,94	1,47	4,17	1,76	5,72	0,67	4	12,41	13,27	27303,93	15394,25	1	1	0																		very low AF	food (only appear as low AF)																o	1	0,5	0				trieb-werk		4,72						0	0	0	0	0	0	0	0	0	0	0	0			
Pfahl		1	1	0		0	0	0,5			1,06	0,25	2,94	1,61	3,25	1,53	5,63	0,81	5	4,19	5,99	47606,72	28632,34	0	0	0																		very low AF																	a	1	0	1				nach-ti-gall		4,62	0,15	0,16	0,45	0,43		0	0	0	0	0	0	0	0	0	0	0	0			
Tuch		1	1	0		0	0	0,5			1,00		2,94		4,13		3,13		4	21,32	23,54	185827,87	94151,57	0	0	0																		very low AF																	o	0	0,5	1						3,13	0,39	0,00	0,21	0,27		0	0	0	0	0	0	0	0	0	0	0	0			
Garderobe		4	1	0		0	0	0,5			1,07		2,93		3,40		3,87		9	7,09	2,14	504995,54	203466,02	0	0	0																		very low AF																	o	0	0,5	1						3,87						0	0	0	0	0	0	0	0	0	0	0	0			
Sesam		2	2	0		0	0	0,5			1,00		2,93		3,33		3,73		5	0,38	3,00	130507,53	67017,14	1	0	0																		very low AF	food (only appear as low AF)																f	0	0,5	1						3,73						0	0	0	0	0	0	0	0	0	0	0	0			
Terrasse		3	3	0	no (intuitiv)	0	0	0,5			1,20		2,93		3,93		4,93		8	9,77	1,71	403318,18	162291,31	0	0	0																		very low AF	not a concrete object (strictly speaking)		low action														o	0	0,5	1						4,93						0	0	0	0	0	0	0	0	0	0	0	0			
Feige			5	0	no	0	0	0,5	1		1,35	0,65	2,91	1,78	3,67	2,01	5,29	1,15	5					1	0	0														3	0,00	0,00	0,00		weder eindeutig high noch low Act																o	0	0,5	0						5,78	0,28	0,32	0,36	0,25		0	0	0	0	0	0	0	0	0	0	0	0			
Wand		1	1	0		0	0	0,5			1,31	0,79	2,88	2,06	3,19	2,01	5,69	1,25	4	78,00	23,12	159625,42	98480,03	0	0	0																		very low AF																	a	1	0,2	1				wel-len-sit-tich		3,73						0	0	0	0	0	0	0	0	0	0	0	0			
Radio		3	1	0		0	1	0,5			5,25		2,88		2,81		4,13		5	28,89	8,56	63028,58	17887,76	0	0	0																		very high AF				no (intuitively too strongly associated with actions)																		menschengemachtes Objekt		at-las		5,48	0,13	0,30	0,30	0,19		0	0	0	0	0	0	0	0	0	0	0	0			
Lattenrost			5	0	no (too strongly associated with hand actions)	0	0	0,2			1,27		2,87		3,67		4,13		10					0	0	0																			compound																o	n		1						4,13						0	0	0	0	0	0	0	0	0	0	0	0			
Kranz		1	1	0		0	0	0,5			1,19	0,40	2,81	1,52	4,06	1,65	5,25	1,18	5	9,68	8,99	91694,47	28774,43	0	0	0																		very low AF																	m	1	1	1				tri-an-gel		3,20	0,41	0,27	0,33	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Zelt		1	4	0	Notfall x (kurz, mehr Act als bspw. Igel)	0	0	0,5			1,06		2,81		5,00		4,13		4	12,50	17,12	136259,88	102359,26	0	0	0																		very low AF	"highly visual; very short"																o	0	0,5	1						4,13						0	0	0	0	0	0	0	0	0	0	0	0			
Strand			5	0		0		0,5			3,04	1,22	2,78	1,35	4,33	1,24	5,81	0,51	6					1	0	0														3	0,00	0,00	0,00		mid AF				konkretes Objekt?									1			f	0	1	0				nu-del		5,94						0	0	0	0	0	0	0	0	0	0	0	0			
Mandel			5	0	no	0	0	0,5	1		1,52	0,85	2,74	1,45	3,67	1,49	5,57	0,81	6					1	0	0														3	0,00	0,00	0,00		weder eindeutig high noch low Act																					menschengemachtes Objekt		schild		5,81	0,14	0,28	0,36	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Boden		2	3	0		0	0	0,5			1,20		2,73		2,40		5,33		5	167,88	26,54	495828,08	371668,94	1	0	0																		"very low AF; not highly visual"	fairly abstract																n	0	0,5	1						5,33						0	0	0	0	0	0	0	0	0	0	0	0			
Draht		1	1	0		0	0	0,5			1,06		2,69		3,69		3,31		5	11,89	5,99	160281,23	120272,65	0	0	0																		very low AF																	o	0	0,5	1						3,31						0	0	0	0	0	0	0	0	0	0	0	0			
Bohne		2	2	0		0	0	0,5			1,00		2,67		3,80		3,93		5	6,27	14,55	205738,53	166923,06	1	0	0																		very low AF	food (only appear as low AF)																f	0	0,5	1						3,93	0,32	0,35	0,43	0,00		0	0	0	0	0	0	0	0	0	0	0	0			
Gully			5	0	no	0	0	0,5			1,74	1,05	2,65	1,50	3,38	1,69	5,05	1,12	5					0	0	0														3	0,00	0,00	0,00		weder eindeutig high noch low Act																o	0,5	1	0						5,81						0	0	0	0	0	0	0	0	0	0	0	0			
Schatten		2	1	0		0	0	0,5			1,15		2,65		3,45		5,07		8	46,23	7,71	664375,72	405775,48	1	0	0																		very low AF																	n	0	0,5	1						5,07						0	0	0	0	0	0	0	0	0	0	0	0			
Skelett			5	0	no	0	0	0,5			1,96	1,19	2,61	1,56	4,81	1,57	5,48	0,81	7					1	0	0														3	0,00	0,00	0,00		weder eindeutig high noch low Act																					Gebäude				5,81	0,23	0,26	0,38	0,09		0	0	0	0	0	0	0	0	0	0	0	0			
Turm			5	0	no	0	0	0,5	0,2		1,30	0,56	2,61	1,56	4,76	1,14	5,57	0,93	4					0	0	0														3	0,00	0,00	0,00		weder eindeutig high noch low Act				low Act?												o	0	1	0				zet-tel		5,88						0	0	0	0	0	0	0	0	0	0	0	0			
Beleg			3	0	no (too strongly associated with hand actions)	0	0	0,2			1,00		2,60		3,53		5,33		5					0	0	0																			quite vague/abstract																o	n		1						5,33						0	0	0	0	0	0	0	0	0	0	0	0			
Kaktusfeige			5	0	no (too strongly associated with hand actions)	0	0	0,2			1,00		2,60		4,20		2,67		11					1	1	0																			compound																f	n		1						2,67						0	0	0	0	0	0	0	0	0	0	0	0			
Dill		1	2	0		0	0	0,5			1,00		2,60		3,47		3,53		4	1,25	18,84	71552,92	44204,64	1	0	0																		very low AF	food (only appear as low AF)																f	0	0,5	1						3,53	0,43	0,42	0,39	0,38		0	0	0	0	0	0	0	0	0	0	0	0			
Stimmband		2	4	0	no	0	0,8	0,5			3,67		2,60		1,27		3,27		9	0,96	0,00	223457,73	122023,61	1	0	0																			not high AF	probably lexicalized compound					gibt es das als Singular? Stimmbänder ist irgendwie geläufiger										p	0,2	0,5	0						5,94	0,30	0,30	0,39	0,19		0	0	0	0	0	0	0	0	0	0	0	0			
Rose			5	0	no	0	0	0,5			1,09	0,29	2,57	0,99	5,10	1,37	5,71	0,56	4					1	1	0														3	0,00	0,00	0,00		weder eindeutig high noch low Act																o	0,5	1	0						5,94						0	0	0	0	0	0	0	0	0	0	0	0			
Stein		1	3	0	no 	0	0	0,5			1,75	1,00	2,56	1,50	3,81	1,56	5,75	0,77	5	66,14	16,70	469991,76	295746,98	1	0	0																			not very low AF		low action														o	0	1	0				ku-vert		5,17						0	0	0	0	0	0	0	0	0	0	0	0			
